作品id,作品名,人物id,名字,朝代,时期,国家,文体,写作时间,创作背景,内容简介,相关作品,相关人物,相关地点,相关事件,诗歌全文,sentiment1,sentiment2
3431,《秣陵怀古》,211,刘秩,明,明,,七言律诗,元至正十六年(1356)二月后,元至正十六年（1356）二月，朱元璋大破元将海牙于采石，三月又乘胜进攻集庆，降元兵三万余众，大获全胜，旋即又占领了秣陵。,这首登临怀古之作，抒发了诗人乱后思治之心和对清平世界到来的欣喜之情。,《琵琶行》,白居易,秣陵,,秣陵风物近如何？兵后登临感慨多。云净石头秋嶂出，月明淮口暮潮过。离人暗滴青衫泪，商女空怀玉树歌。忽忆旧时骢马客，于今白发老山阿。,思,悲
3539,《秣陵》,424,屈大均,明,明,,五言律诗,,,描写金陵雄伟气势，抒发历史变迁的感叹。,,,,,"牛首开天阙，龙冈抱帝宫。
六朝春草里，万井落花中。
访旧乌衣少，听歌玉树空。
如何亡国恨，尽在大江东。",悲,思
3729,《秣陵道中》,768,王安石,宋,北宋,,五言律诗,作于诗人再次罢相、重新退居金陵初期。,诗人被罢相。,抒发了诗人“经世才难就”的感叹。,,,青溪,,经世才难就，田园路欲迷。殷勤将白发，下马照青溪。岁熟田家乐，秋风客自悲。茫茫曲城路，归马日斜时。,思,悲
3822,《秣陵竹枝词（四首选一）》,238,文震亨,明,明,,七言律绝,或作于58岁任中书舍人期间,明王朝处于内忧外患之中。,借景抒情，既写民俗又寄托自己的希望。,,,秦淮河,,秦淮冬尽不堪观，桃叶官舟阁浅滩。一夜渡头春水到，家家重漆赤栏干。,思,喜
4176,《秣陵》,524,朱彝尊,清,清,,七言律诗,,,这首诗写金陵暮云城阙，落日帆樯，并以此夕鼓角声和当日景阳钟对照，怀古叹今，极为含蓄。,《日下旧闻》、《经义考》、《曝书亭诗文集》、《留别岑参兄弟》、《南史·齐认帝纪》,王昌龄、景阳钟,,,秣陵城阙暮云封，估客帆樯落日逢。万里星霜沙塞雁，五更风雨掖门松。长江铁锁空千尺，大道朱楼定几重。此夕愁人听鼓角，惊心不似景阳钟。,悲,思
3642,《寄刘三白门》,434,苏曼殊,现当代,现当代,,七言律绝,,,,,,,,"生天成佛我何能，幽梦无凭恨不胜。
多谢刘三问消息，尚留微命作诗僧。",悲,思
3857,《秦淮斗草篇》,246,吴兆,明,明,,杂言诗,,“斗草”游戏，自南朝以来就流行于秦淮地区，最早记载有萧梁时期的《荆楚岁时记》。,这首出色的古风，选取许多金陵特征性的地名，突出了题中“金陵”二字，具有鲜明的地方色彩。运用铺叙手法，对萋萋春草，对采草斗草作了细致的描摹，生动形象。诗句出入《楚辞》、《诗经》，随意点化，贴切灵动，无饤饾之感，表现了深厚的功力。诗又不是单纯叙事，其间蕴含深情，表达了斗草女子对爱情的向往，对幸福生活的追求。其间的愁思，实为封建礼教在她们心灵上的投下的阴影。全诗挥洒自如，流畅宛转，确能令人心动。,《楚辞》、《诗经》,,南京,,"乐游范内花初开，结绮楼前春早来。
春色染山还染水，春光衔柳又衔梅。
此时芳草蔞萋长，秦淮女儿多闲想。
闲想玉闺间，罗衣正试单。
芳飙入户吹帷动，巧鸟当窗揽梦残。
因娇丽日长干道，相戏相要斗芳草。
芳草可初齐，茸茸没马蹄。
芳草远如雾，望望迷人步。
将绿将黄不辨名，和烟和雾那知数。
凤凰台上旧时基，燕雀湖边当日路。
结伴踏春春可怜，花气衣香浑作烟。
谁分迟迟独落后，谁能采采不争前。
袅袅桑间路，佳期何暇顾。
悠悠秦淮水，远道不暇思。
空生谢客西堂梦，徒怨湘娥南浦离。
未鸣鶗鴂先愁歇，乍啭仓庚正及时。
正及时，先愁歇，密取畏人窥，疾行防藓滑。
入深翠湿衣，缘高香袭袜。
搴若将何为，束刍欲待谁。
茜红犹胜颊，荑白却惭肌。
薜荔裁衣安可被，菖蒲结带岂堪垂。
盈掬盈襜罗众芳，蛾飞蝶绕满衣裳。
兰皋借作争衡地，惠畹翻为角敌场。
分行花队逐，对垒叶旗张。
花花非一色，叶叶两相当。
君有麻与枲，妾有葛与藟。
君有萧与艾，妾有蘅与芷。
君有合欢枝，妾有相思子。
君有拔心生，妾有断肠死。
臝归若个中，输落阿谁里。
相向无言转自愁，芳坰过雨忽疑秋。
别本辞根何倚托，倾青委绿满郊邱。
虽残已受妍心惜，纵贱曾经纤手摘。
芍药多情且自留，蘼芜有恨从教掷。
人生宠爱几能终，人心安能采时同。
萦愁结念寻归径，接佩连裙趁晚风。
情知朽腐随泥滓，会化深萤入幕中。",悲,思
1338,《旅次石头岸》,2799,徐惟起,明,明中;明末,,七言律诗,,旅途中作的诗，表达身在异乡的思乡别绪。,途经南京作的写景抒情诗。,,,石头岸、长淮、秣陵、京口,,缥缈孤城见石头，长淮云水自悠悠。孤村柳色连荒驿，两岸芦花隐钓舟。残月微钟京口夜，澹烟疏雨秣陵秋。客中不尽怀乡感，南雁一声双泪流。,思,悲
3917,《旅次石头岸》,0,徐[火勃],清,清,,七言律诗,,诗人万里长途之中，临时泊船石头城下，远眺金陵，所见所闻所思，凝集而成此诗。,首联叙事，交代“停桡”金陵城外。从题目看，泊船地点在城西的江边。他面对古老的石头城，心向往之，而不能至。因为尚需远征，“离心万里”，无可奈何。不得已翘首东望，领略金陵风光。“秋漠漠”“夜萧萧”，有悲凉色彩，其间包含着羁旅之愁和古老的石头城引发的感慨。再写眼前的大江，波浪滔滔，向秦淮南伸，城南的报恩寺塔，巍巍耸立，诗人由当代的报恩寺塔，回溯六朝，但没有具体描绘六朝遗迹，而是直书六朝衰亡。这两句诗，大江与孤塔构成一横一竖的奇妙图景千峰吊六朝”，有自然永恒、人事沧桑的对比，相当精巧。最后两句承上而来，“商女后庭花一曲”，化用杜牧《泊秦淮》：“商女不知亡国恨，隔江犹唱后庭花”诗意，点明六朝衰亡原因，即在于统治阶层寻欢作乐，沉浸在纸醉金迷的腐朽生活之中。,《泊秦淮》,杜牧,报恩寺,,秣陵城外暂停桡，无奈离心万里遥。极浦蒹葭秋漠漠，隔淮烟雨夜箫萧。大江迭浪浮孤塔，建业千峰吊六朝。商女后庭花一曲，歌声哀怨旅魂销。,思,悲
3987,《旅次石头岸》,817,张祜,唐,唐,,五言律诗,,,,,,,,"行行石头岸，身事两相违。旧国日边远，故人江上稀。
水声寒不尽，山色暮相依。惆怅未成语，数行鸦又飞。",悲,思
3890,《邻里相送至方山》,113,谢灵运,东晋,东晋,,五言古体诗,422年,谢灵运终于受到排挤，于公元422年（永初三年）农历七月出任永嘉（治所在今浙江温州）太守。这首《邻里相送至方山》，便是写他离开帝都建康（今江苏南京），于京城东面大约五十里的方山码头上船，与送行的亲友告别时的具体情景和思想活动的。,诗中表现了成行时的依依惜别之情和对朋友的劝勉，并流露了对于自己政治处境的不满。诗人通过对衰林、秋月的描写衬托离情别绪的浓重，情与景结合得较紧密、自然。临行时解缆而不发，结尾处对朋友的叮嘱，都写得感情诚挚真切，不象其他诗那么多玄言味道和雕琢痕迹。此诗共十四句，前四句和中四句各成一小段落，末六句自成起讫，而这六句中，每两句又各为一层意思。开头四句写自己将出任郡守，因与邻里有旧情而不忍分别。接下去，作者写船要解缆启程了。最后六句，在全诗为第三小段，就题意言是点明与邻里告别之主旨，即做为诗之结尾。作者的真实思想感情是并不想离开帝都建康，可是在诗里却说了不少故作旷达、自命清高的话；而恰好是在这种故作旷达、自命清高的诗句中透露了他对被迫出任郡守、不得不离开京城的牢骚不满。,,,永嘉、建康,谢灵运被贬,"祗役出皇邑，相期憩瓯越。
解缆及流潮，怀旧不能发。
析析就衰林，皎皎明秋月。
含情易为盈，遇物难可歇。
积疴谢生虑，寡欲罕所阙。
资此永幽栖，岂伊年岁别。
各勉日新志，音尘慰寂蔑。",乐,思
4115,《秋日登清凉台》,265,于若瀛,明,明,,五言排律,,,此诗写清凉台的雄峻多姿，以及周围的风光，末尾四句言其使人流连忘返。,,,清凉台,,"市远旷佛宇，霜林绚如绣。
孤阜凭风回，突出香台后。
危亭冒其顶，面势巧为构。
峨嵲钟岫近，睥睨江光透。
雄压白门丽，峻掩金川秀。
落木响空檐，飘岚润衣袖。
薄暮未肯下，远灯乱出宿。",乐,思
3259,《莫愁曲》,0,黎遂球,明,明,,五言古体诗,,,,,,江南,,茸茸沙树烟，沙白高如山。青山摇水动，欢去几时还。山青有时绿，摇橹声相续。载梦过江来，听我莫愁曲。身是江南人，不见江南春。春风吹裙带，拂起落花尘。,悲,思
4049,《莫愁曲》,255,薛蕙,明,明,,五言古体诗,,,,,,,,"侬家住石头，绿水绕歌楼。
不是工娱客，何缘字莫愁。
江水映江花，春光满狭斜。
金陵众年少，争到莫愁家。",思,悲
3124,《秦淮夕泛》,593,顾梦游,明,明,,五言律诗,,,,,,秦淮河,,"落日淡生烟，波明影碧减。
人来花槛里，酒出板桥边。
杨柳风千树，笙歌月一船。
十年重对比，回首各凄然。",思,悲
587,《金谷园》,664,杜牧,唐,唐,,七言律绝,,,,,,,,繁华事散逐香尘，流水无情草自春。日暮东风怨啼鸟，落花犹似坠楼人。,悲,思
3593,《侍游方山应诏》,60,沈约,南朝,南朝,,五言古体诗,,,,,,方山,,"清汉夜昭晳。
扶桑晓陆离。
发歌摐阳下。
建羽朝夕池。
摐金浮水若。
耸跸诏山祗。
一沾九霄露。
藜藿终自知。",思,乐
782,《游后湖赏莲花》,703,李璟,南唐,南唐,,七言古体诗,,,,,孙武,后湖,,"蓼花蘸水火不灭，水鸟惊鱼银梭投。
满目荷花千万顷，红碧相杂敷清流。
孙武已斩吴宫女，琉璃池上佳人头。",喜,忧
1073,《灵谷寺诗》,193,顾起元,明,明中;明末,,七言律绝,,,描写灵谷寺的景色。,,,灵谷寺,,"山门才人便悠然，十里深松上绿天，
佛刹起扉皆垒嶂，僧寮汲水尽飞泉。",乐,思
3062,《白鹭亭》,669,范成大,宋,南宋,,七言律绝,1152年,绍兴二十二年（1152年），范成大由家乡苏州赴金陵（即建康，今江苏南京）参加漕试，途中共作诗十二题十五首，《白鹭亭》即为其中之一，当是行至金陵时所作，是范成大中进士之前的早期作品。,这首诗艺术上最重要的特色是委婉蕴藉。全诗从倦于羁旅、不耐闲暇说到“日日倚阑”，又进一步说到登白鹭亭，最后引至看“淮山”，平平道来，不作感时忧国之语，而感时忧国之意自在其中。这首诗写得较为冷静客观，因而意旨含蓄，耐人寻味。,,,白鹭亭,,倦游客舍不胜闲，日日清江见倚阑。少待西风吹雨过，更从二水看淮山。,思,悲
3360,《白鹭亭》,713,梁栋,宋,南宋,,七言律诗,,,,,,秦淮,,荻花芦叶老风烟，独上秋城思渺然。白鹭不知如许事，赤乌又隔几何年。六朝往事秦淮水，一笛晚风江浦船。我辈人今竟谁许，只堪渔艇夕阳边。,思,悲
3308,《蒋山开善寺》,0,李嘉佑,唐,唐,,五言律诗,,,,,,,,山殿秋云里，香烟出翠微。客寻朝磬至，僧背夕阳归。下界千门在，前朝万事非。看心兼送目，葭菼自依依。,思,乐
4074,《登凤凰台》,806,杨万里,宋,宋,,七言律诗,,,首句照应题目，交代地点及事件。“千年”一句引出凤凰的传说，后句“潮回”写出江水空流，凤凰不再的凄凉。颔联对仗工整，颜色、地名、方位、植物、动作等词语的使用严格考究，写出江草萋萋、杏花开放，生机盎然之景。颈联指出凤凰台地势雄伟险要，是兵家必争之地。此联有实有虚，写出由古至今凤凰台犹在，鼓声哀鸣，战事不断。,《登金陵凤凰台》,李白,凤凰台,,"千年百尺凤凰台，送尽潮回凤不回。
白鹭北头江草合，乌衣西面杏花开。
龙蟠虎踞山川在，古往今来鼓角哀。
只有谪仙留句处，春风掌管拂蛛煤。",乐,喜
2504,《牛首山》,2835,周宝偀,清,清,,五言律诗,,,,,,牛首山,,两峰似牛首，高向碧天昂。烟寺千层峙，云梯百级长。涧寒流水细，洞古野藤香。我欲来栖隐，于此筑草堂。,思,乐
3303,《牛首山》,394,李国宋,清,清,,五言律诗,,,,,,,,"独上藏龙窟，遥瞻踞虎邦。
四天围碧嶂，一气滚寒江。
净贝安禅悦，香灯冷法幢。
顿令尘思尽，高倚白云窗。",乐,思
3294,《登瓦官寺阁》,0,李宾,唐,唐,,五言古体诗,,,,,,,,晨登瓦官阁，极眺金陵城。钟山对北户，淮水入南荣。漫漫雨花落，嘈嘈天乐鸣。两廊振法鼓，四角吟风筝。杳出霄汉上，仰攀日月行。山空霸气灭，地古寒阴生。寥廓云海晚，苍茫宫观平。,思,乐
1302,《鸡笼山》,242,吴宽,明,明中,,七言律诗,,,诗人行走在空寂的鸡笼山上，透过千里风烟、斜晖脉脉，六朝如梦的沧桑之感油然而生，折射出诗人身世漂泊的悲绪。,,,鸡笼山,,秋尽荒山鸟迹稀，拂衣独上扣柴扉。屋头鹿下缘青涧，树杪僧行入翠微。千里风烟搔短鬓，六朝文物付斜晖。悠悠身世浑如此，目断天边一雁飞。,悲,思
813,《金陵杂题》,751,沈彬,南唐,南唐,,七言律诗,,,,,,金陵,,"王气生秦四百年，晋元东渡浪花船。正惭海内皆涂地，
来保江南一片天。古树著行临远岸，暮山相亚出微烟。
千征万战英雄尽，落日牛羊食野田。
暮潮声落草光沉，贾客来帆宿岸阴。一笛月明何处酒，
满城秋色几家砧。时清曾恶桓温盛，山翠长牵谢傅心。
今日到来何物在，碧烟和雨锁寒林。",悲,忧
1749,《点绛唇》,308,陈维崧,清,明末;清初;清中,,词,,,,,,,,晴髻离离，太行山势如蝌蚪。稗花盈亩，一寸霜皮厚。赵魏燕韩，历历堪回首。悲风吼，临洺驿口，黄叶中原走。,悲,思
3188,《点绛唇（春日迟迟）》,0,侯寘,宋,宋,,词,,,,,,,,春日迟迟，柳丝金淡东风软。绿娇红浅。帘幕飞新燕。玉帐优游，赢得花间宴。香尘远。暂停歌扇。醉深深院。,思,喜
4139,《金陵览胜诗考》,0,周宝俟,清,清,,七言律绝,,,,,,,,五显神系顾野王五子，萧梁时死节者，庙在聚宝门外西街东，明万历二十八年重修。,乐,思
868,《建康》,783,文天祥,宋,南宋,,五言律诗,,这首诗是诗人被俘后路过建康（今南京）所作，表达祖国河山为外敌所占的无奈和沉痛。,主要写了建康的历史地位、变化以及人民的不幸，“健儿徒幽土，新鬼哭台城”抒发出无比沉痛的易代之悲以及感人肺腑的牺牲精神。,,,建康,,"金陵古会府，南渡旧陪京。
山势犹盘礴，江流已变更。
健儿徒幽土，新鬼哭台城。
一片清溪月，偏于客有情。",乐,思
